cheese,url,milk,country,region,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Magna,https://www.cheese.com/magna/,cow,Sweden,Oviken,Blue,"firm, artisan, blue-veined",creamy,mold ripened,ivory,"full-flavored, salty, sharp",rich,No,No,Oviken cheese
Mahoe Aged Gouda,https://www.cheese.com/mahoe-aged-gouda/,cow,Netherlands,Wisconsin,Gouda,"semi-hard, artisan",firm,natural,yellow,nutty,rich,No,No,Mahoe Farmhouse Cheese
Mahón,https://www.cheese.com/mahon/,cow,Spain,"Menorca, Balearic Islands",Cheddar,"semi-hard, artisan","crumbly, dense",washed,pale yellow,"buttery, salty","nutty, sweet",False,False,Sartori
Maida Vale,https://www.cheese.com/maida-vale/,cow,England,Wisconsin,Cheddar,semi-soft,"buttery, soft, supple",washed,pink and white,"grassy, meaty, nutty, savory, umami, vegetal","barnyardy, earthy, grassy, stinky, yeasty",True,False,Village Maid Cheese
Maisie's Kebbuck,https://www.cheese.com/maisies-kebbuck/,cow,"Great Britain, Scotland, United Kingdom",Lanarkshire,Cheddar,"semi-hard, artisan","creamy, crumbly",natural,white,creamy,fresh,True,False,Errington Cheese Ltd.
Majorero,https://www.cheese.com/majorero/,goat,Spain,Canary Islands,Cheddar,semi-hard,"buttery, creamy",natural,pale white,acidic,"milky, nutty",False,False,Sartori
Malvarosa®,https://www.cheese.com/malvarosa/,sheep,Spain,Valencia,Blue,"semi-firm, artisan","firm, smooth",natural,straw,"buttery, sweet","fresh, rich",False,False,Sartori
Malvern,https://www.cheese.com/malvern/,sheep,"England, Great Britain, United Kingdom",Severn Valley,Cheddar,"semi-hard, artisan","creamy, dense",natural,ivory,"butterscotch, herbaceous, sweet",rich,True,False,Sartori
Mamirolle,https://www.cheese.com/mamirolle/,cow,"Canada, France","Plessisville, Quebec",Pecorino,"semi-soft, artisan","chewy, supple",washed,ivory,"buttery, fruity, salty, sweet","earthy, pungent",False,False,Eco-Delices Inc.
Manchego,https://www.cheese.com/manchego/,sheep,Spain,Wisconsin,Gouda,hard,"compact, firm",natural,pale yellow,"buttery, nutty",rich,No,No,Sartori
Mandolin,https://www.cheese.com/mandolin/,cow,Australia,South Australia,Blue,"semi-hard, artisan, smear-ripened","crumbly, soft, supple",leaf wrapped,pale yellow,"creamy, grassy, smooth","grassy, herbal",True,False,Woodside Cheese Wrights
Mango Rebel,https://www.cheese.com/mango-rebel/,cow,Austria,Sulzberg,Cheddar,"semi-hard, artisan","creamy, firm",natural,pale yellow,"fruity, spicy","fresh, fruity",No,No,Sulzberger Käserebellen Sennerei GmbH
Manon,https://www.cheese.com/manon/,goat,Australia,South Australia,Mozzarella,"fresh soft, artisan","creamy, smooth",leaf wrapped,white,"creamy, garlicky, spicy, strong","aromatic, garlicky, spicy, strong",True,False,Woodside Cheese Wrights
Manouri,https://www.cheese.com/manouri/,"goat, sheep",Greece,"Central and Western Macedonia, Thessalia",Feta,"semi-soft, whey",creamy,rindless,white,"mild, milky","clean, nutty, subtle",No,No,Sartori
Manteca,https://www.cheese.com/manteca/,cow,Italy,Basilicata,Pecorino,"semi-soft, artisan","dense, elastic, stringy",natural,pale yellow,buttery,"floral, fruity",False,False,Casa Madaio
Manur,https://www.cheese.com/manur/,"cow, sheep",Serbia,Wisconsin,Cheddar,"hard, artisan",creamy,natural,white,salty,rich,False,False,Sartori
Marble Cheddar,https://www.cheese.com/marble-cheddar/,cow,United Kingdom,Wisconsin,Cheddar,"hard, processed","firm, smooth",rindless,white,creamy,rich,No,No,Sartori
Marble Cheese,https://www.cheese.com/marbled-cheeses/,cow,United Kingdom,Wisconsin,Cheddar,"hard, processed",firm,rindless,golden orange,"mild, smooth, sweet, tangy",rich,False,False,Sartori
Marco Polo,https://www.cheese.com/marco-polo/,cow,United States,"Seattle, Washington",Cheddar,"hard, artisan","creamy, crumbly",cloth wrapped,ivory,creamy,"clean, rich",No,No,Beecher's
Maredsous,https://www.cheese.com/maredsous/,cow,Belgium,Wisconsin,Brie,soft,creamy,natural,white,creamy,rich,False,False,Sartori
Margot,https://www.cheese.com/margotin/,cow,Italy,Piemonte,Cheddar,semi-soft,firm,natural,cream,"bitter, full-flavored",rich,False,False,Sartori
Maribo,https://www.cheese.com/maribo/,cow,Denmark,Maribo,Gouda,"semi-hard, artisan","creamy, firm, open",waxed,pale yellow,tangy,strong,False,False,Sartori
Marin French Triple Crème,https://www.cheese.com/marin-french-triple-creme/,cow,United States,"Petaluma, California",Brie,soft,"fluffy, smooth",bloomy,white,sweet,"rich, sweet",No,No,Marin French Cheese
Marisa,https://www.cheese.com/marisa/,sheep,United States,Wisconsin,Pecorino,"semi-soft, artisan","dense, firm",natural,white,"mellow, sweet",pleasant,True,False,Carr Valley Cheese Company
Maroilles,https://www.cheese.com/maroilles/,cow,France,Wisconsin,Brie,"soft, artisan","creamy, smooth",washed,white,sweet,rich,False,False,Sartori
Martha's Heat,https://www.cheese.com/marthas-heat/,cow,Australia,"Mornington Peninsula, Melbourne",Cheddar,"hard, artisan",creamy,natural,brownish yellow,"smokey , spicy","smokey, spicy",True,False,BoatShed Cheese
Mascares,https://www.cheese.com/mascares/,"goat, sheep",France,Provencale,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,creamy,"earthy, floral",False,False,Sartori
Mascarpone,https://www.cheese.com/mascarpone/,cow,Italy,Lombardy,Cottage,fresh soft,"buttery, creamy, smooth, spreadable",rindless,white,"buttery, creamy, mild",fresh,No,No,Sartori
Mastorazio,https://www.cheese.com/mastorazio/,sheep,Italy,Campania,Cheddar,"hard, artisan","compact, dense",natural,pale yellow,"herbaceous, nutty, sharp, spicy","herbal, milky",False,False,Casa Madaio
Matocq,https://www.cheese.com/matocq/,"cow, sheep",France,Wisconsin,Cheddar,"semi-hard, processed",chewy,natural,cream,"acidic, nutty",nutty,False,False,Sartori
Mature Wensleydale,https://www.cheese.com/mature-wensleydale/,cow,"England, United Kingdom",North Yorkshire,Cheddar,"hard, artisan",crumbly,cloth wrapped,pale yellow,strong,"rich, ripe",False,False,Wensleydale Creamery
May Hill Green,https://www.cheese.com/may-hill-green/,cow,"England, Great Britain, United Kingdom",Gloucestershire,Pecorino,"semi-soft, artisan",runny,leaf wrapped,cream,"creamy, milky",strong,True,False,Charles Martell & Son Limited
Maytag Blue,https://www.cheese.com/maytag-blue/,cow,United States,Iowa,Blue,"semi-hard, blue-veined","crumbly, dense",rindless,cream,"lemony, savory, tangy","pungent, strong",No,No,Maytag Dairy Farms
McLaren,https://www.cheese.com/mclaren/,cow,Australia,South Australia,Camembert,"soft, artisan, soft-ripened","chalky, creamy, soft, soft-ripened",bloomy,pale yellow,"creamy, mushroomy, smooth","mushroom, rich, strong",True,False,Woodside Cheese Wrights
Medallion,https://www.cheese.com/medallion/,cow,United States,Maine,Brie,"soft, artisan","creamy, smooth",bloomy,pale yellow,"mushroomy, sweet",rich,True,False,Lakin's Gorges Cheese LLC
Meira,https://www.cheese.com/meira/,sheep,Iraq,Wisconsin,Cheddar,semi-hard,creamy,natural,white,creamy,rich,False,False,Sartori
Melange,https://www.cheese.com/melange/,"cow, goat",United States,California,Brie,"soft, soft-ripened","firm, soft-ripened",bloomy,cream,"piquant, spicy, sweet, tart",goaty,No,No,Andante Dairy
Melange Brie,https://www.cheese.com/melange-brie/,"cow, goat",United States,California,Brie,"soft, soft-ripened","creamy, smooth, soft-ripened",bloomy,ivory,"buttery, creamy, mild, piquant, sweet, tangy","earthy, goaty, mushroom",True,False,Marin French Cheeese Co.
Melinda Mae,https://www.cheese.com/melinda-mae/,cow,United States,"Lebanon, CT",Brie,"soft, artisan, soft-ripened","creamy, fluffy, runny, smooth, soft",bloomy,ivory,"buttery, mild, piquant, pungent, savory, subtle, sweet","fruity, musty, yeasty",No,No,The Mystic Cheese Company
Melville,https://www.cheese.com/melville/,goat,United States,"Lebanon, CT",Blue,"fresh soft, artisan, soft-ripened","elastic, oily, soft, supple",natural,white,"acidic, buttery, mild, sweet, tart",fresh,No,No,The Mystic Cheese Company
Menage,https://www.cheese.com/menage/,"cow, goat, sheep",United States,Wisconsin,Cheddar,semi-hard,"creamy, dry, firm",waxed,ivory,"full-flavored, strong",pleasant,True,False,Carr Valley Cheese Company
Menallack Farmhouse,https://www.cheese.com/menallack-farmhouse/,cow,England,Wisconsin,Gouda,hard,creamy,natural,white,creamy,rich,True,False,Sartori
Menonita,https://www.cheese.com/menonita/,cow,Mexico,Wisconsin,Cheddar,semi-soft,firm,natural,pale yellow,"buttery, mild",rich,No,No,Sartori
Meredith Ashed Pyramids,https://www.cheese.com/meredith-ashed-pyramids/,goat,Australia,Victoria,Mozzarella,"fresh soft, artisan","creamy, soft",ash coated,white,"creamy, smooth",fresh,No,No,Meredith Dairy
Meredith Blue,https://www.cheese.com/meredith-blue/,sheep,Australia,"Ballarat, Victoria",Blue,"soft, semi-soft, artisan, blue-veined",creamy,natural,blue,"mild, mushroomy, sweet","fresh, goaty",False,False,Meredith Dairy
Meredith Chevre Ash,https://www.cheese.com/meredith-chevre-ash/,goat,Australia,Victoria,Mozzarella,"fresh soft, artisan","creamy, soft",ash coated,white,"creamy, smooth","clean, fresh",True,False,Meredith Dairy
Meredith Chevre Dill,https://www.cheese.com/meredith-chevre-dill/,goat,Australia,Victoria,Mozzarella,"fresh soft, artisan","creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False,Meredith Dairy
Meredith Chevre Plain,https://www.cheese.com/meredith-chevre-plain/,goat,Australia,Victoria,Mozzarella,"fresh soft, artisan","creamy, soft",rindless,white,"acidic, smooth","clean, fresh",True,False,Meredith Dairy
Meredith Goat Cheese in Extra Virgin Olive Oil,https://www.cheese.com/meredith-goat-cheese-in-extra-virgin-olive-oil/,goat,Australia,Victoria,Mozzarella,"fresh soft, artisan","creamy, soft",natural,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",No,No,Meredith Dairy
Merry Wyfe,https://www.cheese.com/merry-wyfe/,cow,United Kingdom,South West England,Cheddar,semi-hard,"creamy, springy",washed,orange,creamy,aromatic,True,False,The Bath Soft Cheese Co.
Mersey Valley Original Vintage,https://www.cheese.com/mersey-valley-original-vintage/,cow,Australia,Tasmania,Cheddar,hard,"creamy, crumbly, spreadable",natural,yellow,"buttery, full-flavored, sharp",strong,No,No,Mersey Valley - National Foods
Metronome,https://www.cheese.com/metronome/,"cow, goat",United States,California,Brie,"semi-soft, soft-ripened","creamy, firm",natural,pale yellow,"buttery, tart","goaty, grassy, rich",No,No,Andante Dairy
Mettowee,https://www.cheese.com/mettowee/,goat,United States,Vermont,Mozzarella,"fresh soft, artisan","creamy, smooth",natural,white,"acidic, creamy, tangy, tart","clean, fresh, subtle",True,False,Consider Bardwell Farm
Meyer Vintage Gouda,https://www.cheese.com/meyer-vintage-gouda/,cow,New Zealand,Hamilton,Gouda,"semi-hard, artisan",crumbly,natural,white,"nutty, sharp, spicy",aromatic,False,False,Sartori
MezzaLuna Fontina,https://www.cheese.com/mezzaluna-fontina/,cow,United States,Wisconsin,Cheddar,semi-hard,creamy,washed,white,"earthy, mild, mushroomy, yeasty",rich,No,No,Emmi Roth USA
Mezzo Secco,https://www.cheese.com/mezzo-secco/,cow,United States,"Sonoma, California",Monterey Jack,"semi-hard, artisan","creamy, smooth",natural,ivory,milky,spicy,True,False,Vella Cheese Company
Mi-Ewe,https://www.cheese.com/mi-ewe/,"cow, sheep",United States,California,Cheddar,"semi-hard, artisan",crumbly,natural,pale yellow,"buttery, citrusy, nutty, sharp","caramel, rich",True,False,Weirauch Farm and Creamery
Midnight Blue,https://www.cheese.com/midnight-blue/,goat,United States,Colorado,Blue,"semi-soft, blue-veined","dense, dry",natural,pale yellow,"pungent, sharp, spicy",goaty,True,False,Avalanche Cheese Company
Midnight Moon®,https://www.cheese.com/midnight-moon/,goat,Holland,Wisconsin,Gouda,hard,"creamy, crystalline",natural,ivory,"caramel, sweet",rich,No,No,Sartori
Miette,https://www.cheese.com/miette/,"goat, sheep",United States,Missouri,Brie,"semi-soft, artisan","creamy, runny",bloomy,cream,"mushroomy, sweet, yeasty",barnyardy,False,False,Baetje Farms LLC
Mihalic Peynir,https://www.cheese.com/mihalic-peynir/,sheep,Turkey,Bursa,Cheddar,"hard, artisan","crumbly, grainy, open",natural,pale yellow,salty,strong,True,False,Sartori
Milawa Affine,https://www.cheese.com/milawa-affine/,goat,Australia,North East Victoria,Pecorino,"semi-soft, artisan","creamy, crumbly, smooth",ash coated,white,"acidic, creamy",rich,False,False,Milawa Cheese Company
Milawa Aged Blue,https://www.cheese.com/milawa-aged-blue/,Unknown,United States,North East Victoria,Blue,"semi-hard, artisan",creamy,mold ripened,blue,creamy,rich,No,No,Sartori
Milawa Blue,https://www.cheese.com/milawa-blue/,cow,Australia,North East Victoria,Blue,"soft, blue-veined",creamy,mold ripened,blue,"buttery, creamy, sweet",rich,No,No,Milawa Cheese Company
Milawa Brie,https://www.cheese.com/milawa-brie/,cow,Australia,North East Victoria,Brie,"soft, soft-ripened",creamy,mold ripened,pale yellow,"buttery, milky",rich,No,No,Milawa Cheese Company
Milawa Goats Tomme,https://www.cheese.com/milawa-goats-tomme/,goat,Australia,North East Victoria,Tomme,semi-hard,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False,Milawa Cheese Company
Milawa White,https://www.cheese.com/milawa-white/,cow,Australia,Wisconsin,Brie,soft,"creamy, open",natural,white,sweet,rich,True,False,Milawa Cheese Company
Milbenkäse,https://www.cheese.com/milbenkase/,cow,Germany,Wisconsin,Blue,"semi-soft, smear-ripened",firm,natural,white,tangy,strong,False,False,Sartori
Milleens,https://www.cheese.com/milleens/,cow,Ireland,"Beara Peninsula, Co. Cork",Brie,"soft, artisan","creamy, smooth",washed,pale yellow,"floral, herbaceous, sweet",aromatic,False,False,Milleens Cheese Ltd.
Millstone,https://www.cheese.com/millstone/,sheep,England,Somerset,Cheddar,"hard, artisan","crumbly, dry",natural,pale yellow,creamy,mild,True,False,Wootton Organic Dairy
Mimolette (Boule de Lille),https://www.cheese.com/mimolette-boule-de-lille/,cow,France,Wisconsin,Cheddar,semi-hard,firm,natural,orange,"bitter, buttery, sweet",rich,False,False,Sartori
Minas cheese,https://www.cheese.com/minas-cheese/,cow,Brazil,Minas Gerais,Pecorino,"semi-soft, artisan","grainy, open, soft, springy",rindless,white,"bitter, mild, salty, strong",rich,False,False,Sartori
Mine-Gabhar,https://www.cheese.com/mine-gabhar/,goat,Ireland,County Wexford,Blue,"soft, artisan",creamy,natural,white,"acidic, sweet","earthy, pungent",True,False,Luc and Anne Van Kampen
Minger,https://www.cheese.com/minger/,cow,Scotland,Wisconsin,Brie,soft,"buttery, creamy, runny",washed,orange,"full-flavored, garlicky, meaty, pungent, strong","barnyardy, ripe, stinky, yeasty",True,False,Highland Fine Cheeses Limited
Minuet,https://www.cheese.com/minuet/,"cow, goat",United States,California,Brie,"soft, soft-ripened","creamy, smooth",mold ripened,white,"sweet, tangy",pleasant,True,False,Andante Dairy
Mirabo Brie with Walnut,https://www.cheese.com/mirabo-brie-with-walnut/,cow,Germany,Bavaria,Brie,"semi-soft, soft-ripened","creamy, smooth, soft",natural,ivory,"nutty, savory",nutty,No,No,Käserei Champignon
Miss Muffet,https://www.cheese.com/miss-muffet/,cow,England,North Cornwall,Cornish,"semi-soft, artisan","smooth, supple",washed,ivory,creamy,nutty,True,False,Whalesborough Farm Foods
Mistralou,https://www.cheese.com/mistralou/,goat,France,Wisconsin,Brie,soft,creamy,natural,white,creamy,floral,False,False,Sartori
MitiCaña® de Oveja,https://www.cheese.com/miticana-de-oveja/,sheep,Spain,Murcia,Brie,"semi-soft, soft-ripened","buttery, crumbly, flaky",bloomy,white,"buttery, tangy",buttery,No,No,Sartori
Mladi Trapist,https://www.cheese.com/mladi-trapist/,cow,Croatia,Dalmatia,Cheddar,"semi-hard, artisan","crumbly, semi firm",natural,white,"grassy, savory",aromatic,True,False,SIRANA GLIGORA D.O.O
Mobay,https://www.cheese.com/mobay/,"goat, sheep",United States,Wisconsin,Pecorino,"semi-soft, artisan","soft, supple",plastic,ivory,"earthy, sweet, tangy",goaty,True,False,Carr Valley Cheese Company
Molbo,https://www.cheese.com/molbo/,cow,Denmark,Mols,Cheddar,"semi-hard, artisan",firm,waxed,pale yellow,"salty, tangy",fresh,False,False,Sartori
Mona,https://www.cheese.com/mona/,"cow, sheep",United States,Wisconsin,Cheddar,"semi-hard, artisan","crumbly, firm, supple",plastic,pale yellow,"buttery, nutty, savory, sweet",grassy,False,False,Wisconsin Sheep Dairy Coop
Monastery Cheeses,https://www.cheese.com/monastery-cheeses/,cow,"Belgium, Canada, France, Switzerland, United States",Wisconsin,Blue,"soft, semi-soft, brined","chalky, creamy, firm, grainy",washed,golden yellow,"mild, pungent","pungent, strong",False,False,Sartori
Mondseer,https://www.cheese.com/mondseer/,cow,Austria,Wisconsin,Cheddar,semi-hard,"creamy, smooth",washed,pale yellow,spicy,strong,No,No,Sartori
Monet,https://www.cheese.com/monet/,goat,Australia,South Australia,Mozzarella,"fresh soft, artisan","creamy, soft",natural,white,"floral, herbaceous","floral, fresh",True,False,Woodside Cheese Wrights
Mont D'or,https://www.cheese.com/mont-dor-lyonnais/,cow,France,Wisconsin,Pecorino,"semi-soft, artisan",creamy,natural,white,creamy,"earthy, strong",No,No,Sartori
Mont Saint-Francis,https://www.cheese.com/mont-saint-francis/,goat,United States,Indiana,Cheddar,"semi-hard, artisan","brittle, firm, supple",washed,golden yellow,"earthy, full-flavored, strong","pungent, stinky",False,False,Capriole Goat Cheese
Mont St-Benoît,https://www.cheese.com/mont-st-benoit/,cow,Canada,Quebec,Swiss Cheese,"firm, artisan","creamy, elastic, smooth, supple",rindless,white,"buttery, creamy, mild, nutty","fermented, mild, nutty",No,No,Abbey de Saint-Benoit-du-lac
Montagnolo,https://www.cheese.com/montagnolo/,cow,Germany,Wisconsin,Blue,"soft, blue-veined","creamy, smooth",natural,white,creamy,"buttery, rich",No,No,Käserei Champignon
Montasio,https://www.cheese.com/montasio/,cow,Italy,Friuli Venezia Giulia and Veneto,Blue,semi-firm,creamy,natural,white,"mild, smooth","aromatic, pleasant",False,False,Sartori
Montasio Mezzano,https://www.cheese.com/montasio-mezzano/,cow,Italy,Friuli Venezia Giulia and Veneto,Blue,"semi-firm, artisan",creamy,natural,white,"full-flavored, nutty, sweet",strong,False,False,Sartori
Montasio Vecchio,https://www.cheese.com/montasio-vecchio/,cow,Italy,Friuli Venezia Giulia and Veneto,Blue,"semi-firm, artisan",creamy,natural,white,sharp,strong,False,False,Sartori
Montchevre Goat Cheese Log,https://www.cheese.com/montchevre-goat-cheese-log/,goat,United States,Wisconsin,Pecorino,"semi-soft, artisan",smooth,rindless,white,"creamy, tangy","fresh, rich",No,No,Montchevre Cheese Company
